Index	chrom	start	end	PeakID	2	3	4	5	CpG%	GC%
100	chr1	19800000	20000000	bin_200kb_100	0	0	0	0	0.013032	0.436275
101	chr1	20000000	20200000	bin_200kb_101	0	0	0	0	0.007821	0.430485
102	chr1	20200000	20400000	bin_200kb_102	0	0	0	0	0.011302	0.46554
103	chr1	20400000	20600000	bin_200kb_103	0	0	0	0	0.014642	0.495784
104	chr1	20600000	20800000	bin_200kb_104	0	0	0	0	0.018273	0.500455
105	chr1	20800000	21000000	bin_200kb_105	0	0	0	0	0.010152	0.40057
106	chr1	21000000	21200000	bin_200kb_106	0	0	0	0	0.009842	0.395869
107	chr1	21200000	21400000	bin_200kb_107	0	0	0	0	0.018513	0.507886
108	chr1	21400000	21600000	bin_200kb_108	0	0	0	0	0.014142	0.455138
109	chr1	21600000	21800000	bin_200kb_109	0	0	0	0	0.018973	0.526649
110	chr1	21800000	22000000	bin_200kb_110	0	0	0	0	0.022994	0.553273
111	chr1	22000000	22200000	bin_200kb_111	0	0	0	0	0.015873	0.452098
112	chr1	22200000	22400000	bin_200kb_112	0	0	0	0	0.015442	0.518928
113	chr1	22400000	22600000	bin_200kb_113	0	0	0	0	0.011412	0.431045
114	chr1	22600000	22800000	bin_200kb_114	0	0	0	0	0.015402	0.512437
115	chr1	22800000	23000000	bin_200kb_115	0	0	0	0	0.014002	0.518648
116	chr1	23000000	23200000	bin_200kb_116	0	0	0	0	0.010942	0.414972
117	chr1	23200000	23400000	bin_200kb_117	0	0	0	0	0.013852	0.451568
118	chr1	23400000	23600000	bin_200kb_118	0	0	0	0	0.015783	0.493184
119	chr1	23600000	23800000	bin_200kb_119	0	0	0	0	0.015803	0.483943
120	chr1	23800000	24000000	bin_200kb_120	0	0	0	0	0.016523	0.46585
121	chr1	24000000	24200000	bin_200kb_121	0	0	0	0	0.014272	0.482092
122	chr1	24200000	24400000	bin_200kb_122	0	0	0	0	0.012652	0.46866
123	chr1	24400000	24600000	bin_200kb_123	0	0	0	0	0.012542	0.442826
124	chr1	24600000	24800000	bin_200kb_124	0	0	0	0	0.015362	0.438436
125	chr1	24800000	25000000	bin_200kb_125	0	0	0	0	0.013182	0.442816
126	chr1	25000000	25200000	bin_200kb_126	0	0	0	0	0.014242	0.515817
127	chr1	25200000	25400000	bin_200kb_127	0	0	0	0	0.017603	0.461029
128	chr1	25400000	25600000	bin_200kb_128	0	0	0	0	0.012352	0.428924
129	chr1	25600000	25800000	bin_200kb_129	0	0	0	0	0.015432	0.46705
130	chr1	25800000	26000000	bin_200kb_130	0	0	0	0	0.017393	0.494164
131	chr1	26000000	26200000	bin_200kb_131	0	0	0	0	0.015492	0.499725
132	chr1	26200000	26400000	bin_200kb_132	0	0	0	0	0.016243	0.486413
133	chr1	26400000	26600000	bin_200kb_133	0	0	0	0	0.016003	0.46526
134	chr1	26600000	26800000	bin_200kb_134	0	0	0	0	0.018343	0.452938
135	chr1	26800000	27000000	bin_200kb_135	0	0	0	0	0.020433	0.506506
136	chr1	27000000	27200000	bin_200kb_136	0	0	0	0	0.018843	0.505126
137	chr1	27200000	27400000	bin_200kb_137	0	0	0	0	0.014902	0.452618
138	chr1	27400000	27600000	bin_200kb_138	0	0	0	0	0.014422	0.449137
139	chr1	27600000	27800000	bin_200kb_139	0	0	0	0	0.017173	0.500255
140	chr1	27800000	28000000	bin_200kb_140	0	0	0	0	0.017673	0.46772
141	chr1	28000000	28200000	bin_200kb_141	0	0	0	0	0.009922	0.390929
142	chr1	28200000	28400000	bin_200kb_142	0	0	0	0	0.017573	0.460649
143	chr1	28400000	28600000	bin_200kb_143	0	0	0	0	0.011752	0.423494
144	chr1	28600000	28800000	bin_200kb_144	0	0	0	0	0.019733	0.46612
145	chr1	28800000	29000000	bin_200kb_145	0	0	0	0	0.017493	0.502335
146	chr1	29000000	29200000	bin_200kb_146	0	0	0	0	0.010492	0.39845
147	chr1	29200000	29400000	bin_200kb_147	0	0	0	0	0.016503	0.496685
148	chr1	29400000	29600000	bin_200kb_148	0	0	0	0	0.010122	0.482292
149	chr1	29600000	29800000	bin_200kb_149	0	0	0	0	0.009822	0.46754
150	chr1	29800000	30000000	bin_200kb_150	0	0	0	0	0.010352	0.475031
151	chr1	30000000	30200000	bin_200kb_151	0	0	0	0	0.009892	0.489503
152	chr1	30200000	30400000	bin_200kb_152	0	0	0	0	0.010092	0.46906
153	chr1	30400000	30600000	bin_200kb_153	0	0	0	0	0.010122	0.479632
154	chr1	30600000	30800000	bin_200kb_154	0	0	0	0	0.011322	0.497775
155	chr1	30800000	31000000	bin_200kb_155	0	0	0	0	0.014672	0.511327
156	chr1	31000000	31200000	bin_200kb_156	0	0	0	0	0.013612	0.429034
157	chr1	31200000	31400000	bin_200kb_157	0	0	0	0	0.014382	0.462729
158	chr1	31400000	31600000	bin_200kb_158	0	0	0	0	0.012072	0.460869
159	chr1	31600000	31800000	bin_200kb_159	0	0	0	0	0.015362	0.520598
160	chr1	31800000	32000000	bin_200kb_160	0	0	0	0	0.013282	0.449437
161	chr1	32000000	32200000	bin_200kb_161	0	0	0	0	0.017053	0.461289
162	chr1	32200000	32400000	bin_200kb_162	0	0	0	0	0.019363	0.508686
163	chr1	32400000	32600000	bin_200kb_163	0	0	0	0	0.013342	0.452968
164	chr1	32600000	32800000	bin_200kb_164	0	0	0	0	0.016913	0.444837
165	chr1	32800000	33000000	bin_200kb_165	0	0	0	0	0.017433	0.475711
166	chr1	33000000	33200000	bin_200kb_166	0	0	0	0	0.013662	0.46838
167	chr1	33200000	33400000	bin_200kb_167	0	0	0	0	0.012942	0.46653
168	chr1	33400000	33600000	bin_200kb_168	0	0	0	0	0.010022	0.431735
169	chr1	33600000	33800000	bin_200kb_169	0	0	0	0	0.010722	0.457819
170	chr1	33800000	34000000	bin_200kb_170	0	0	0	0	0.007731	0.446137
171	chr1	34000000	34200000	bin_200kb_171	0	0	0	0	0.009422	0.444847
172	chr1	34200000	34400000	bin_200kb_172	0	0	0	0	0.008151	0.432725
173	chr1	34400000	34600000	bin_200kb_173	0	0	0	0	0.007491	0.448007
174	chr1	34600000	34800000	bin_200kb_174	0	0	0	0	0.008521	0.452228
175	chr1	34800000	35000000	bin_200kb_175	0	0	0	0	0.012672	0.458909
176	chr1	35000000	35200000	bin_200kb_176	0	0	0	0	0.011222	0.414902
177	chr1	35200000	35400000	bin_200kb_177	0	0	0	0	0.012162	0.418723
178	chr1	35400000	35600000	bin_200kb_178	0	0	0	0	0.009522	0.419443
179	chr1	35600000	35800000	bin_200kb_179	0	0	0	0	0.010882	0.436175
180	chr1	35800000	36000000	bin_200kb_180	0	0	0	0	0.013742	0.433975
181	chr1	36000000	36200000	bin_200kb_181	0	0	0	0	0.013712	0.429984
182	chr1	36200000	36400000	bin_200kb_182	0	0	0	0	0.015602	0.446817
183	chr1	36400000	36600000	bin_200kb_183	0	0	0	0	0.015062	0.477162
184	chr1	36600000	36800000	bin_200kb_184	0	0	0	0	0.010352	0.481322
185	chr1	36800000	37000000	bin_200kb_185	0	0	0	0	0.011602	0.492334
186	chr1	37000000	37200000	bin_200kb_186	0	0	0	0	0.014732	0.497765
187	chr1	37200000	37400000	bin_200kb_187	0	0	0	0	0.008141	0.450988
188	chr1	37400000	37600000	bin_200kb_188	0	0	0	0	0.013432	0.491344
189	chr1	37600000	37800000	bin_200kb_189	0	0	0	0	0.015042	0.497255
190	chr1	37800000	38000000	bin_200kb_190	0	0	0	0	0.014772	0.454828
191	chr1	38000000	38200000	bin_200kb_191	0	0	0	0	0.017963	0.510817
192	chr1	38200000	38400000	bin_200kb_192	0	0	0	0	0.010512	0.479242
193	chr1	38400000	38600000	bin_200kb_193	0	0	0	0	0.008791	0.424634
194	chr1	38600000	38800000	bin_200kb_194	0	0	0	0	0.009091	0.445217
195	chr1	38800000	39000000	bin_200kb_195	0	0	0	0	0.015512	0.441056
196	chr1	39000000	39200000	bin_200kb_196	0	0	0	0	0.017473	0.46512
197	chr1	39200000	39400000	bin_200kb_197	0	0	0	0	0.011002	0.420143
198	chr1	39400000	39600000	bin_200kb_198	0	0	0	0	0.013722	0.438026
199	chr1	39600000	39800000	bin_200kb_199	0	0	0	0	0.017243	0.505996
200	chr1	39800000	40000000	bin_200kb_200	0	0	0	0	0.013002	0.446627
201	chr1	40000000	40200000	bin_200kb_201	0	0	0	0	0.012132	0.431805
202	chr1	40200000	40400000	bin_200kb_202	0	0	0	0	0.011422	0.412382
203	chr1	40400000	40600000	bin_200kb_203	0	0	0	0	0.011592	0.413932
204	chr1	40600000	40800000	bin_200kb_204	0	0	0	0	0.012972	0.473961
205	chr1	40800000	41000000	bin_200kb_205	0	0	0	0	0.016633	0.510317
206	chr1	41000000	41200000	bin_200kb_206	0	0	0	0	0.010352	0.438196
207	chr1	41200000	41400000	bin_200kb_207	0	0	0	0	0.009772	0.430355
208	chr1	41400000	41600000	bin_200kb_208	0	0	0	0	0.013842	0.527319
209	chr1	41600000	41800000	bin_200kb_209	0	0	0	0	0.012062	0.481722
210	chr1	41800000	42000000	bin_200kb_210	0	0	0	0	0.008621	0.459089
211	chr1	42000000	42200000	bin_200kb_211	0	0	0	0	0.008021	0.39907
212	chr1	42200000	42400000	bin_200kb_212	0	0	0	0	0.007731	0.380707
213	chr1	42400000	42600000	bin_200kb_213	0	0	0	0	0.010322	0.412292
214	chr1	42600000	42800000	bin_200kb_214	0	0	0	0	0.010942	0.416743
215	chr1	42800000	43000000	bin_200kb_215	0	0	0	0	0.010372	0.427124
216	chr1	43000000	43200000	bin_200kb_216	0	0	0	0	0.013742	0.46726
217	chr1	43200000	43400000	bin_200kb_217	0	0	0	0	0.012972	0.471831
218	chr1	43400000	43600000	bin_200kb_218	0	0	0	0	0.012522	0.46907
219	chr1	43600000	43800000	bin_200kb_219	0	0	0	0	0.016263	0.490244
220	chr1	43800000	44000000	bin_200kb_220	0	0	0	0	0.009472	0.446727
221	chr1	44000000	44200000	bin_200kb_221	0	0	0	0	0.013932	0.481542
222	chr1	44200000	44400000	bin_200kb_222	0	0	0	0	0.010862	0.484003
223	chr1	44400000	44600000	bin_200kb_223	0	0	0	0	0.014402	0.432395
224	chr1	44600000	44800000	bin_200kb_224	0	0	0	0	0.015683	0.500245
225	chr1	44800000	45000000	bin_200kb_225	0	0	0	0	0.016993	0.489303
226	chr1	45000000	45200000	bin_200kb_226	0	0	0	0	0.010882	0.436956
227	chr1	45200000	45400000	bin_200kb_227	0	0	0	0	0.009512	0.427294
228	chr1	45400000	45600000	bin_200kb_228	0	0	0	0	0.011712	0.422683
229	chr1	45600000	45800000	bin_200kb_229	0	0	0	0	0.013232	0.424684
230	chr1	45800000	46000000	bin_200kb_230	0	0	0	0	0.010422	0.39851
231	chr1	46000000	46200000	bin_200kb_231	0	0	0	0	0.009231	0.430175
232	chr1	46200000	46400000	bin_200kb_232	0	0	0	0	0.014912	0.472281
233	chr1	46400000	46600000	bin_200kb_233	0	0	0	0	0.017553	0.537411
234	chr1	46600000	46800000	bin_200kb_234	0	0	0	0	0.009642	0.439286
235	chr1	46800000	47000000	bin_200kb_235	0	0	0	0	0.006541	0.419363
236	chr1	47000000	47200000	bin_200kb_236	0	0	0	0	0.006341	0.39731
237	chr1	47200000	47400000	bin_200kb_237	0	0	0	0	0.013772	0.443737
238	chr1	47400000	47600000	bin_200kb_238	0	0	0	0	0.017543	0.489143
239	chr1	47600000	47800000	bin_200kb_239	0	0	0	0	0.009942	0.460779
240	chr1	47800000	48000000	bin_200kb_240	0	0	0	0	0.009972	0.485093
241	chr1	48000000	48200000	bin_200kb_241	0	0	0	0	0.008281	0.452668
242	chr1	48200000	48400000	bin_200kb_242	0	0	0	0	0.007761	0.433525
243	chr1	48400000	48600000	bin_200kb_243	0	0	0	0	0.008501	0.387288
244	chr1	48600000	48800000	bin_200kb_244	0	0	0	0	0.007341	0.447897
245	chr1	48800000	49000000	bin_200kb_245	0	0	0	0	0.005591	0.40281
246	chr1	49000000	49200000	bin_200kb_246	0	0	0	0	0.005061	0.395999
247	chr1	49200000	49400000	bin_200kb_247	0	0	0	0	0.005101	0.378027
248	chr1	49400000	49600000	bin_200kb_248	0	0	0	0	0.004451	0.366745
249	chr1	49600000	49800000	bin_200kb_249	0	0	0	0	0.004441	0.364105
250	chr1	49800000	50000000	bin_200kb_250	0	0	0	0	0.005311	0.373216
251	chr1	50000000	50200000	bin_200kb_251	0	0	0	0	0.007041	0.390609
252	chr1	50200000	50400000	bin_200kb_252	0	0	0	0	0.006371	0.439796
253	chr1	50400000	50600000	bin_200kb_253	0	0	0	0	0.013922	0.421623
254	chr1	50600000	50800000	bin_200kb_254	0	0	0	0	0.009612	0.386898
255	chr1	50800000	51000000	bin_200kb_255	0	0	0	0	0.006841	0.368355
256	chr1	51000000	51200000	bin_200kb_256	0	0	0	0	0.007181	0.393599
257	chr1	51200000	51400000	bin_200kb_257	0	0	0	0	0.012922	0.437916
258	chr1	51400000	51600000	bin_200kb_258	0	0	0	0	0.007601	0.374956
259	chr1	51600000	51800000	bin_200kb_259	0	0	0	0	0.008481	0.39805
260	chr1	51800000	52000000	bin_200kb_260	0	0	0	0	0.010092	0.394649
261	chr1	52000000	52200000	bin_200kb_261	0	0	0	0	0.013662	0.429134
262	chr1	52200000	52400000	bin_200kb_262	0	0	0	0	0.008311	0.395219
263	chr1	52400000	52600000	bin_200kb_263	0	0	0	0	0.010042	0.385348
264	chr1	52600000	52800000	bin_200kb_264	0	0	0	0	0.014222	0.463019
265	chr1	52800000	53000000	bin_200kb_265	0	0	0	0	0.015673	0.429354
266	chr1	53000000	53200000	bin_200kb_266	0	0	0	0	0.014482	0.46692
267	chr1	53200000	53400000	bin_200kb_267	0	0	0	0	0.012372	0.471461
268	chr1	53400000	53600000	bin_200kb_268	0	0	0	0	0.014872	0.472221
269	chr1	53600000	53800000	bin_200kb_269	0	0	0	0	0.013142	0.499245
270	chr1	53800000	54000000	bin_200kb_270	0	0	0	0	0.011152	0.427054
271	chr1	54000000	54200000	bin_200kb_271	0	0	0	0	0.010802	0.431835
272	chr1	54200000	54400000	bin_200kb_272	0	0	0	0	0.017643	0.516167
273	chr1	54400000	54600000	bin_200kb_273	0	0	0	0	0.018733	0.500765
274	chr1	54600000	54800000	bin_200kb_274	0	0	0	0	0.013062	0.491114
275	chr1	54800000	55000000	bin_200kb_275	0	0	0	0	0.012952	0.471461
276	chr1	55000000	55200000	bin_200kb_276	0	0	0	0	0.014182	0.478702
277	chr1	55200000	55400000	bin_200kb_277	0	0	0	0	0.010572	0.420463
278	chr1	55400000	55600000	bin_200kb_278	0	0	0	0	0.006191	0.414622
279	chr1	55600000	55800000	bin_200kb_279	0	0	0	0	0.005571	0.393079
280	chr1	55800000	56000000	bin_200kb_280	0	0	0	0	0.005651	0.396639
281	chr1	56000000	56200000	bin_200kb_281	0	0	0	0	0.005251	0.397
282	chr1	56200000	56400000	bin_200kb_282	0	0	0	0	0.005651	0.396219
283	chr1	56400000	56600000	bin_200kb_283	0	0	0	0	0.009852	0.438936
284	chr1	56600000	56800000	bin_200kb_284	0	0	0	0	0.007761	0.380517
285	chr1	56800000	57000000	bin_200kb_285	0	0	0	0	0.006531	0.417543
286	chr1	57000000	57200000	bin_200kb_286	0	0	0	0	0.007781	0.423644
287	chr1	57200000	57400000	bin_200kb_287	0	0	0	0	0.006511	0.405691
288	chr1	57400000	57600000	bin_200kb_288	0	0	0	0	0.009361	0.39681
289	chr1	57600000	57800000	bin_200kb_289	0	0	0	0	0.006521	0.39901
290	chr1	57800000	58000000	bin_200kb_290	0	0	0	0	0.006461	0.405461
291	chr1	58000000	58200000	bin_200kb_291	0	0	0	0	0.007391	0.420993
292	chr1	58200000	58400000	bin_200kb_292	0	0	0	0	0.007601	0.414972
293	chr1	58400000	58600000	bin_200kb_293	0	0	0	0	0.008471	0.423734
294	chr1	58600000	58800000	bin_200kb_294	0	0	0	0	0.007901	0.39685
295	chr1	58800000	59000000	bin_200kb_295	0	0	0	0	0.008091	0.434535
296	chr1	59000000	59200000	bin_200kb_296	0	0	0	0	0.007691	0.428244
297	chr1	59200000	59400000	bin_200kb_297	0	0	0	0	0.006851	0.406421
298	chr1	59400000	59600000	bin_200kb_298	0	0	0	0	0.006661	0.40205
299	chr1	59600000	59800000	bin_200kb_299	0	0	0	0	0.007911	0.407771
300	chr1	59800000	60000000	bin_200kb_300	0	0	0	0	0.006891	0.364295
301	chr1	60000000	60200000	bin_200kb_301	0	0	0	0	0.005331	0.378707
302	chr1	60200000	60400000	bin_200kb_302	0	0	0	0	0.006071	0.376226
303	chr1	60400000	60600000	bin_200kb_303	0	0	0	0	0.005561	0.379687
304	chr1	60600000	60800000	bin_200kb_304	0	0	0	0	0.006081	0.392229
305	chr1	60800000	61000000	bin_200kb_305	0	0	0	0	0.006601	0.391009
306	chr1	61000000	61200000	bin_200kb_306	0	0	0	0	0.015042	0.418813
307	chr1	61200000	61400000	bin_200kb_307	0	0	0	0	0.007971	0.373856
308	chr1	61400000	61600000	bin_200kb_308	0	0	0	0	0.009051	0.409061
309	chr1	61600000	61800000	bin_200kb_309	0	0	0	0	0.009702	0.407321
310	chr1	61800000	62000000	bin_200kb_310	0	0	0	0	0.008321	0.392349
311	chr1	62000000	62200000	bin_200kb_311	0	0	0	0	0.009201	0.408541
312	chr1	62200000	62400000	bin_200kb_312	0	0	0	0	0.013192	0.461679
313	chr1	62400000	62600000	bin_200kb_313	0	0	0	0	0.011642	0.39718
314	chr1	62600000	62800000	bin_200kb_314	0	0	0	0	0.009311	0.369995
315	chr1	62800000	63000000	bin_200kb_315	0	0	0	0	0.006281	0.359754
316	chr1	63000000	63200000	bin_200kb_316	0	0	0	0	0.009442	0.413242
317	chr1	63200000	63400000	bin_200kb_317	0	0	0	0	0.007891	0.390829
318	chr1	63400000	63600000	bin_200kb_318	0	0	0	0	0.007551	0.368555
319	chr1	63600000	63800000	bin_200kb_319	0	0	0	0	0.008771	0.432635
320	chr1	63800000	64000000	bin_200kb_320	0	0	0	0	0.006551	0.405421
321	chr1	64000000	64200000	bin_200kb_321	0	0	0	0	0.006551	0.404051
322	chr1	64200000	64400000	bin_200kb_322	0	0	0	0	0.008321	0.391729
323	chr1	64400000	64600000	bin_200kb_323	0	0	0	0	0.010512	0.413812
324	chr1	64600000	64800000	bin_200kb_324	0	0	0	0	0.007911	0.405511
325	chr1	64800000	65000000	bin_200kb_325	0	0	0	0	0.010112	0.420003
326	chr1	65000000	65200000	bin_200kb_326	0	0	0	0	0.012202	0.425054
327	chr1	65200000	65400000	bin_200kb_327	0	0	0	0	0.009592	0.407291
328	chr1	65400000	65600000	bin_200kb_328	0	0	0	0	0.007781	0.391729
329	chr1	65600000	65800000	bin_200kb_329	0	0	0	0	0.006831	0.372836
330	chr1	65800000	66000000	bin_200kb_330	0	0	0	0	0.005021	0.362234
331	chr1	66000000	66200000	bin_200kb_331	0	0	0	0	0.004761	0.361064
332	chr1	66200000	66400000	bin_200kb_332	0	0	0	0	0.006321	0.391149
333	chr1	66400000	66600000	bin_200kb_333	0	0	0	0	0.005891	0.394589
334	chr1	66600000	66800000	bin_200kb_334	0	0	0	0	0.006851	0.383778
335	chr1	66800000	67000000	bin_200kb_335	0	0	0	0	0.005961	0.361114
336	chr1	67000000	67200000	bin_200kb_336	0	0	0	0	0.007571	0.387028
337	chr1	67200000	67400000	bin_200kb_337	0	0	0	0	0.007581	0.40184
338	chr1	67400000	67600000	bin_200kb_338	0	0	0	0	0.011102	0.420583
339	chr1	67600000	67800000	bin_200kb_339	0	0	0	0	0.009021	0.416693
340	chr1	67800000	68000000	bin_200kb_340	0	0	0	0	0.007681	0.406661
